exponent,biased,0.3940047400309749,NA
model,verilog simulation model,0.41778145466706285,NA
implementation,direction,0.5426093265751829,NA
table1-5function,example,0.3155325597076484,NA
configuration,configuration,0.0,NA
topics,topics,0.19352948938144002,NA
feature,fast,0.4093673243875134,NA
flags,inputs,0.8093026695441387,NA
input,253,0.48814087200273315,NA
mode,rounding,0.44644490852709856,NA
license feature,31,0.42956641759369085,NA
number,normal,1.0,NA
simulation,length,0.3951635747689616,NA
benefits,benefits,0.19352948938144002,NA
single,either,0.43529429249207874,NA
datasheet,dw_fp_flt2i datasheet,0.3500623733452737,NA
pin,name,0.517405407934761,NA
acrobat distiller,windows,0.5345215071841305,NA
two's,default,0.5354250364003759,NA
normal,number,1.0,NA
architecture,architecture,0.19352948938144002,NA
hdl usage through,component instantiation,0.7153641680680342,NA
datapath,library,0.3599929764281108,NA
verilog simulation model,model,0.41778145466706285,NA
hdl usage through component,hdl usage through component,0.19352948938144002,NA
u1,u1,0.0,NA
employed,area,0.6546925196595892,NA
windows,acrobat distiller,0.5345215071841305,NA
timing,designware datapath,0.4367421855936324,NA
exp_width,fp,0.3878810263822863,NA
default,two's,0.5354250364003759,NA
inst_exp_width,parameter,0.36114049051933783,NA
design,simulation,0.49394003298074607,NA
types,23,0.3764536274726938,NA
word,required,0.4177536160610798,NA
inst_rnd,inst_rnd,0.19352948938144002,NA
translate_off,translate_off,0.0,NA
function,vhdl,0.4111936209393163,NA
rtl,vhdl,0.475371789525073,NA
fast synthesis,vhdl simulation model,0.40653982213233925,NA
precision,custom,0.8190657178405413,NA
inst,inst,0.0,NA
pragma,translate_on,0.4449593629299695,NA
// instance,//,0.302832928900909,NA
word length,denormal,0.40774834899380386,NA
begin,begin,0.0,NA
block ip,documentation,0.3804264689847193,NA
ip documentation,documentation,0.3826373055774396,NA
either,single,0.43529429249207874,NA
754,conforms,0.43094241727246907,NA
"ieee single,",ieee,0.3940073619002993,NA
block ip documentation,designware building,0.4739368468599737,NA
uncomment,comment,0.5239251007145638,NA
7.0.5,distiller,0.49177375682058466,NA
unit,design,0.42268599683550206,NA
numeric,23,0.42431038315844016,NA
output,output,0.19352948938144002,NA
7.1,framemaker,0.22240174204232174,NA
status,recognizes,0.6677677731872448,NA
generator,area,0.5431925515355931,NA
denormal,word length,0.40774834899380386,NA
source,512,0.42849134651435467,NA
integer,complement,0.5162623980527076,NA
block,building,0.40938488558951935,NA
name,pin,0.517405407934761,NA
bits,input,0.4349057609638268,NA
end,end,0.0,NA
sig_width,sig_width,0.0,NA
parameter inst_ieee_compliance,parameter inst_ieee_compliance,0.0,NA
models,models,0.0,NA
design unit name,vhdl simulation,0.46750144922315195,NA
instantiation,instantiation,0.19352948938144002,NA
distiller,acrobat,0.5175883111680598,NA
version,information,0.41304890383548853,NA
features,features,0.19352948938144002,NA
required,license,0.4469144008037296,NA
vhdl,rtl,0.475371789525073,NA
hdl usage,component instantiation,0.5120169892199924,NA
zero,function,0.3905574274497056,NA
license,required,0.4469144008037296,NA
datapath generator,better,0.43790331089555556,NA
input,input,0.2580393191752534,NA
field,synthesis,0.4325030913992212,NA
"std_logic_arith package,",std_logic_arith,0.39238094792019695,NA
information,version,0.41304890383548853,NA
instance,//,0.4990475804405448,NA
datapath,overview,0.24094501499627455,NA
use,inst_isize,0.2423470568359112,NA
directory,download,0.521728805794951,NA
inst_isize,use,0.2423470568359112,NA
related,related,0.19352948938144002,NA
converter,integer converter,0.31226609813783923,NA
entity,entity,0.0,NA
complement,default,0.5336718915041102,NA
code,status,0.5432752428679856,NA
port map,port,0.32219781604854825,NA
package,numeric,0.4234489410479287,NA
area,employed,0.6546925196595892,NA
ieee,custom,0.4031742959138673,NA
dw_fp_flt2i,dw_fp_flt2i,0.0,NA
ip,star,0.6392946443097863,NA
fraction,license,0.42756631366373865,NA
format,bits,0.4156151192446216,NA
better,designware datapath,0.44637736625100155,NA
documentation,ip documentation,0.3826373055774396,NA
23,numeric,0.42431038315844016,NA
star,ip,0.6392946443097863,NA
endmodule,endmodule,0.0,NA
designware,designware building,0.35639453790566467,NA
positive,positive,0.2580393191752534,NA
model,synthesis,0.4097810350810507,NA
download,directory,0.521728805794951,NA
isize,denormal,0.4047841000526479,NA
fast synthesis model,31,0.4116118550251747,NA
implementations,example,0.37722800946238233,NA
