"('fo4', 'shifted', 'seven', 'modes', 'fpga', 'area', 'rounding', 'operands', 'produce', 'mode', 'rm', 'sign bit,', 'result')","[['fo4', 'area', 'rounding', 'seven'], ['fo4', 'area', 'rounding', 'modes'], ['fo4', 'area', 'produce', 'operands'], ['fo4', 'area', 'rounding', 'mode', 'rm'], ['fo4', 'area', 'produce', 'fpga', 'sign bit,'], ['fo4', 'area', 'rounding', 'mode', 'shifted', 'result'], ['seven', 'rounding', 'modes'], ['seven', 'rounding', 'area', 'produce', 'operands'], ['seven', 'rounding', 'mode', 'rm'], ['seven', 'rounding', 'area', 'produce', 'fpga', 'sign bit,'], ['seven', 'rounding', 'mode', 'shifted', 'result'], ['modes', 'rounding', 'area', 'produce', 'operands'], ['modes', 'rounding', 'mode', 'rm'], ['modes', 'rounding', 'area', 'produce', 'fpga', 'sign bit,'], ['modes', 'rounding', 'mode', 'shifted', 'result'], ['operands', 'produce', 'area', 'rounding', 'mode', 'rm'], ['operands', 'produce', 'fpga', 'sign bit,'], ['operands', 'produce', 'area', 'rounding', 'mode', 'shifted', 'result'], ['rm', 'mode', 'rounding', 'area', 'produce', 'fpga', 'sign bit,'], ['rm', 'mode', 'shifted', 'result'], ['sign bit,', 'fpga', 'produce', 'area', 'rounding', 'mode', 'shifted', 'result']]"
"('precision support', 'output', 'full dfp', 'output formulation', 'accuracy')","[['precision support', 'full dfp', 'output'], ['precision support', 'full dfp', 'output formulation'], ['precision support', 'full dfp', 'accuracy'], ['output', 'full dfp', 'output formulation'], ['output', 'full dfp', 'accuracy'], ['output formulation', 'full dfp', 'accuracy']]"
"('fast', 'verilog test bench')","[['fast', 'verilog test bench']]"
"('coprocessor', 'formulation')","[['coprocessor', 'formulation']]"
"('decimal128', 'design', '34')","[['decimal128', 'design', '34']]"
"('support', 'format support')","[['support', 'format support']]"
"('boards', 'accelerator', 'dfpa accelerator', 'dfpa')","[['boards', 'accelerator', 'dfpa accelerator', 'dfpa']]"
"('flag', 'encodes', 'resultant')","[['flag', 'resultant', 'encodes']]"
"('en enable invf invalid', 'en enable invf')","[['en enable invf invalid', 'en enable invf']]"
"('scripts', 'synthesis')","[['scripts', 'synthesis']]"
"('verilog source', 'verilog', 'verilog source code')","[['verilog source', 'verilog', 'verilog source code']]"
"('clock inef inexact flag', 'clock inef inexact', 'inef', 'clk system clock inef', 'clk system clock')","[['clock inef inexact flag', 'clock inef inexact', 'inef', 'clk system clock', 'clk system clock inef']]"
"('source code:', 'source', 'code', 'source code')","[['source code:', 'source', 'code', 'source code']]"
"('densely', 'encoding')","[['densely', 'encoding']]"
"('infinity', 'nan', 'formulates', '7542008')","[['nan', 'infinity', '7542008', 'formulates']]"
"('multiplication process,', 'addition operation', 'multiplication-addition/subtraction operation,')","[['multiplication process,', 'addition operation', 'multiplication-addition/subtraction operation,']]"
"('op operation',)",[['op operation']]
"('fully',)",[['fully']]
"('units', 'processors', 'next')","[['units', 'processors', 'next']]"
"('decimal fma core', 'fma')","[['decimal fma core', 'fma']]"
"('round', 'fit', 'precision')","[['fit', 'round', 'precision']]"
"('decfma64/128', 'dfp fused multiplyadd units')","[['decfma64/128', 'dfp fused multiplyadd units']]"
"('appropriate', 'flags', 'sets')","[['appropriate', 'flags', 'sets']]"
"('cases', 'verified')","[['cases', 'verified']]"
"('using', 'verilog test', 'within')","[['using', 'within', 'verilog test']]"
"('included', 'items', 'type', 'licensing', 'following')","[['items', 'included', 'licensing'], ['items', 'included', 'type', 'following'], ['licensing', 'included', 'type', 'following']]"
"('depends', 'could')","[['depends', 'could']]"
"('inexact flag', 'significand')","[['inexact flag', 'significand']]"
"('multiplyadd units decfma64/128', 'dfp')","[['multiplyadd units decfma64/128', 'dfp']]"
"('multiplyadd units', 'multiplyadd', 'dfp fused multiplyadd', 'dfp fused')","[['multiplyadd units', 'multiplyadd', 'dfp fused multiplyadd', 'dfp fused']]"
